Index,UniProt_Accession,Protein.Start,Gene,Entry.Name,parameters,values,model
A6NDU8_25,A6NDU8,25,RIMOC1,RIMC1_HUMAN,RSS,0.03231170905035913,nonlinear fitting
A6NDU8_28,A6NDU8,28,RIMOC1,RIMC1_HUMAN,A,1.0134157343091523,nonlinear fitting
A6NDU8_28,A6NDU8,28,RIMOC1,RIMC1_HUMAN,B,0.6494587805877282,nonlinear fitting
A6NDU8_28,A6NDU8,28,RIMOC1,RIMC1_HUMAN,Kd,0.15795763447986583,nonlinear fitting
A6NDU8_28,A6NDU8,28,RIMOC1,RIMC1_HUMAN,RSS,0.011222990310953975,nonlinear fitting
A6NED2_114,A6NED2,114,RCCD1,RCCD1_HUMAN,A,1.022239958986479,nonlinear fitting
A6NED2_114,A6NED2,114,RCCD1,RCCD1_HUMAN,B,0.8985768277205113,nonlinear fitting
A6NED2_114,A6NED2,114,RCCD1,RCCD1_HUMAN,Kd,0.17230293294262303,nonlinear fitting
A6NED2_114,A6NED2,114,RCCD1,RCCD1_HUMAN,RSS,0.029524364384524885,nonlinear fitting
A6NHL2_360,A6NHL2,360,TUBAL3,TBAL3_HUMAN,A,1.0405182003646536,nonlinear fitting
A6NHL2_360,A6NHL2,360,TUBAL3,TBAL3_HUMAN,B,0.7339543740751304,nonlinear fitting
A6NHL2_360,A6NHL2,360,TUBAL3,TBAL3_HUMAN,Kd,0.20478167980670703,nonlinear fitting
A6NHL2_360,A6NHL2,360,TUBAL3,TBAL3_HUMAN,RSS,0.03208038109232893,nonlinear fitting
A6NHR9_1676,A6NHR9,1676,SMCHD1,SMHD1_HUMAN,A,1.0071536141242574,nonlinear fitting
A6NHR9_1676,A6NHR9,1676,SMCHD1,SMHD1_HUMAN,B,0.81168215585482,nonlinear fitting
A6NHR9_1676,A6NHR9,1676,SMCHD1,SMHD1_HUMAN,Kd,0.12862242947095084,nonlinear fitting
A6NHR9_1676,A6NHR9,1676,SMCHD1,SMHD1_HUMAN,RSS,0.010330621256094472,nonlinear fitting
A6NHR9_404,A6NHR9,404,SMCHD1,SMHD1_HUMAN,A,1.0207671991356237,nonlinear fitting
A6NHR9_404,A6NHR9,404,SMCHD1,SMHD1_HUMAN,B,-0.25564076483654896,nonlinear fitting
A6NHR9_404,A6NHR9,404,SMCHD1,SMHD1_HUMAN,Kd,0.006693318352908532,nonlinear fitting
A6NHR9_404,A6NHR9,404,SMCHD1,SMHD1_HUMAN,RSS,0.00690297787984852,nonlinear fitting
C9JLW8_42,C9JLW8,42,MCRIP1,MCRI1_HUMAN,A,0.9807288643248131,nonlinear fitting
C9JLW8_42,C9JLW8,42,MCRIP1,MCRI1_HUMAN,B,0.43901415548977224,nonlinear fitting
C9JLW8_42,C9JLW8,42,MCRIP1,MCRI1_HUMAN,Kd,0.046761250835656215,nonlinear fitting
C9JLW8_42,C9JLW8,42,MCRIP1,MCRI1_HUMAN,RSS,0.008566932863905282,nonlinear fitting
O00116_175,O00116,175,AGPS,ADAS_HUMAN,A,1.0380521942442653,nonlinear fitting
O00116_175,O00116,175,AGPS,ADAS_HUMAN,B,0.6944776203792902,nonlinear fitting
O00116_175,O00116,175,AGPS,ADAS_HUMAN,Kd,0.10058193621651484,nonlinear fitting
O00116_175,O00116,175,AGPS,ADAS_HUMAN,RSS,0.020261426872789708,nonlinear fitting
O00116_277,O00116,277,AGPS,ADAS_HUMAN,A,1.002721207183483,nonlinear fitting
O00116_277,O00116,277,AGPS,ADAS_HUMAN,B,0.8385805536679115,nonlinear fitting
O00116_277,O00116,277,AGPS,ADAS_HUMAN,Kd,0.4931532891096281,nonlinear fitting
O00116_277,O00116,277,AGPS,ADAS_HUMAN,RSS,0.024927806865395807,nonlinear fitting
O00116_596,O00116,596,AGPS,ADAS_HUMAN,A,0.9494315342606561,nonlinear fitting
O00116_596,O00116,596,AGPS,ADAS_HUMAN,B,0.11952125594981487,nonlinear fitting
O00116_596,O00116,596,AGPS,ADAS_HUMAN,Kd,0.04002066694188193,nonlinear fitting
O00116_596,O00116,596,AGPS,ADAS_HUMAN,RSS,0.025182773805512336,nonlinear fitting
O00116_73,O00116,73,AGPS,ADAS_HUMAN,A,1.0041585432537656,nonlinear fitting
O00116_73,O00116,73,AGPS,ADAS_HUMAN,B,0.849464746500566,nonlinear fitting
O00116_73,O00116,73,AGPS,ADAS_HUMAN,Kd,0.22905649517459542,nonlinear fitting
O00116_73,O00116,73,AGPS,ADAS_HUMAN,RSS,0.002520625053674355,nonlinear fitting
O00151_221,O00151,221,PDLIM1,PDLI1_HUMAN,A,1.0368681940528435,nonlinear fitting
O00151_221,O00151,221,PDLIM1,PDLI1_HUMAN,B,0.5834370372350215,nonlinear fitting
O00151_221,O00151,221,PDLIM1,PDLI1_HUMAN,Kd,0.08278090309108996,nonlinear fitting
O00151_221,O00151,221,PDLIM1,PDLI1_HUMAN,RSS,0.022738127437929266,nonlinear fitting
O00151_249,O00151,249,PDLIM1,PDLI1_HUMAN,A,0.9764429486809971,nonlinear fitting
O00151_249,O00151,249,PDLIM1,PDLI1_HUMAN,B,0.666783116861221,nonlinear fitting
O00151_249,O00151,249,PDLIM1,PDLI1_HUMAN,Kd,0.1916672244076943,nonlinear fitting
O00151_249,O00151,249,PDLIM1,PDLI1_HUMAN,RSS,0.017469287363543955,nonlinear fitting
O00154_308,O00154,308,ACOT7,BACH_HUMAN,A,1.0321971865442852,nonlinear fitting
O00154_308,O00154,308,ACOT7,BACH_HUMAN,B,0.9097573040665048,nonlinear fitting
O00154_308,O00154,308,ACOT7,BACH_HUMAN,Kd,0.11006508207919981,nonlinear fitting
O00154_308,O00154,308,ACOT7,BACH_HUMAN,RSS,0.013320033391138106,nonlinear fitting
O00161_103,O00161,103,SNAP23,SNP23_HUMAN,A,1.028496884519281,nonlinear fitting
O00161_103,O00161,103,SNAP23,SNP23_HUMAN,B,0.6802274137188862,nonlinear fitting
O00161_103,O00161,103,SNAP23,SNP23_HUMAN,Kd,0.14586401467825916,nonlinear fitting
O00161_103,O00161,103,SNAP23,SNP23_HUMAN,RSS,0.014660764654684163,nonlinear fitting
O00161_44,O00161,44,SNAP23,SNP23_HUMAN,A,1.0345593660690888,nonlinear fitting
O00161_44,O00161,44,SNAP23,SNP23_HUMAN,B,0.635480347787251,nonlinear fitting
O00161_44,O00161,44,SNAP23,SNP23_HUMAN,Kd,0.14440730417889192,nonlinear fitting
O00161_44,O00161,44,SNAP23,SNP23_HUMAN,RSS,0.0133868842469468,nonlinear fitting
O00161_54,O00161,54,SNAP23,SNP23_HUMAN,A,1.0088772908104124,nonlinear fitting
O00161_54,O00161,54,SNAP23,SNP23_HUMAN,B,0.3133529526730627,nonlinear fitting
O00161_54,O00161,54,SNAP23,SNP23_HUMAN,Kd,0.09772002470754937,nonlinear fitting
O00161_54,O00161,54,SNAP23,SNP23_HUMAN,RSS,0.002113641974179343,nonlinear fitting
O00165_167,O00165,167,HAX1,HAX1_HUMAN,A,0.9870995902584176,nonlinear fitting
O00165_167,O00165,167,HAX1,HAX1_HUMAN,B,0.6267558349458543,nonlinear fitting
O00165_167,O00165,167,HAX1,HAX1_HUMAN,Kd,0.23138229130611937,nonlinear fitting
O00165_167,O00165,167,HAX1,HAX1_HUMAN,RSS,0.005173155474163039,nonlinear fitting
O00170_42,O00170,42,AIP,AIP_HUMAN,A,1.0027894189238278,nonlinear fitting
O00170_42,O00170,42,AIP,AIP_HUMAN,B,0.6294453939900132,nonlinear fitting
O00170_42,O00170,42,AIP,AIP_HUMAN,Kd,0.19550852644795128,nonlinear fitting
O00170_42,O00170,42,AIP,AIP_HUMAN,RSS,0.0032928977468605525,nonlinear fitting
O00178_352,O00178,352,GTPBP1,GTPB1_HUMAN,A,1.006134658609061,nonlinear fitting
O00178_352,O00178,352,GTPBP1,GTPB1_HUMAN,B,1.2115170849325572,nonlinear fitting
O00178_352,O00178,352,GTPBP1,GTPB1_HUMAN,Kd,0.21858073380415718,nonlinear fitting
O00178_352,O00178,352,GTPBP1,GTPB1_HUMAN,RSS,0.02515330125784139,nonlinear fitting
O00193_31,O00193,31,SMAP,SMAP_HUMAN,A,0.9543127579041266,nonlinear fitting
O00193_31,O00193,31,SMAP,SMAP_HUMAN,B,0.38295600181713185,nonlinear fitting
O00193_31,O00193,31,SMAP,SMAP_HUMAN,Kd,0.05626777645684782,nonlinear fitting
O00193_31,O00193,31,SMAP,SMAP_HUMAN,RSS,0.010489942149004117,nonlinear fitting
O00231_52,O00231,52,PSMD11,PSD11_HUMAN,A,1.040872974909024,nonlinear fitting
O00231_52,O00231,52,PSMD11,PSD11_HUMAN,B,0.6188890517792515,nonlinear fitting
O00231_52,O00231,52,PSMD11,PSD11_HUMAN,Kd,0.12336903096941568,nonlinear fitting
O00231_52,O00231,52,PSMD11,PSD11_HUMAN,RSS,0.029152576008332588,nonlinear fitting
O00232_213,O00232,213,PSMD12,PSD12_HUMAN,A,0.994818289002802,nonlinear fitting
O00232_213,O00232,213,PSMD12,PSD12_HUMAN,B,0.7414323687196996,nonlinear fitting
O00232_213,O00232,213,PSMD12,PSD12_HUMAN,Kd,0.10484005061412874,nonlinear fitting
O00232_213,O00232,213,PSMD12,PSD12_HUMAN,RSS,0.024285650670455655,nonlinear fitting
O00233_175,O00233,175,PSMD9,PSMD9_HUMAN,A,1.0241133749305082,nonlinear fitting
O00233_175,O00233,175,PSMD9,PSMD9_HUMAN,B,0.6849034726472992,nonlinear fitting
O00233_175,O00233,175,PSMD9,PSMD9_HUMAN,Kd,0.20384178796653665,nonlinear fitting
O00233_175,O00233,175,PSMD9,PSMD9_HUMAN,RSS,0.01780255460737034,nonlinear fitting
O00244_2,O00244,2,ATOX1,ATOX1_HUMAN,A,0.9839655587282081,nonlinear fitting
O00244_2,O00244,2,ATOX1,ATOX1_HUMAN,B,0.7051891853325734,nonlinear fitting
O00244_2,O00244,2,ATOX1,ATOX1_HUMAN,Kd,0.05545483963016435,nonlinear fitting
O00244_2,O00244,2,ATOX1,ATOX1_HUMAN,RSS,0.00801354724548312,nonlinear fitting
O00264_106,O00264,106,PGRMC1,PGRC1_HUMAN,A,1.0073129287642617,nonlinear fitting
O00264_106,O00264,106,PGRMC1,PGRC1_HUMAN,B,0.9721724218092792,nonlinear fitting
O00264_106,O00264,106,PGRMC1,PGRC1_HUMAN,Kd,0.40616606908003516,nonlinear fitting
O00264_106,O00264,106,PGRMC1,PGRC1_HUMAN,RSS,0.012439963427573803,nonlinear fitting
O00264_147,O00264,147,PGRMC1,PGRC1_HUMAN,A,0.999938575062029,nonlinear fitting
O00264_147,O00264,147,PGRMC1,PGRC1_HUMAN,B,0.8009969915620552,nonlinear fitting
O00264_147,O00264,147,PGRMC1,PGRC1_HUMAN,Kd,1.0968052850926608,nonlinear fitting
O00264_147,O00264,147,PGRMC1,PGRC1_HUMAN,RSS,0.018672661022816055,nonlinear fitting
O00264_155,O00264,155,PGRMC1,PGRC1_HUMAN,A,1.0186174073136756,nonlinear fitting
O00264_155,O00264,155,PGRMC1,PGRC1_HUMAN,B,0.7786365078403368,nonlinear fitting
O00264_155,O00264,155,PGRMC1,PGRC1_HUMAN,Kd,0.19643708144913752,nonlinear fitting
O00264_155,O00264,155,PGRMC1,PGRC1_HUMAN,RSS,0.007055628586133869,nonlinear fitting
O00267_109,O00267,109,SUPT5H,SPT5H_HUMAN,A,1.0268139641053862,nonlinear fitting
O00267_109,O00267,109,SUPT5H,SPT5H_HUMAN,B,0.8059094227171095,nonlinear fitting
O00267_109,O00267,109,SUPT5H,SPT5H_HUMAN,Kd,0.13861530593553878,nonlinear fitting
O00267_109,O00267,109,SUPT5H,SPT5H_HUMAN,RSS,0.009371619887829193,nonlinear fitting
O00268_560,O00268,560,TAF4,TAF4_HUMAN,A,1.000727641226508,nonlinear fitting
O00268_560,O00268,560,TAF4,TAF4_HUMAN,B,1.1145918519679625,nonlinear fitting
O00268_560,O00268,560,TAF4,TAF4_HUMAN,Kd,0.6226718372630341,nonlinear fitting
O00268_560,O00268,560,TAF4,TAF4_HUMAN,RSS,0.018839446740483774,nonlinear fitting
O00273_105,O00273,105,DFFA,DFFA_HUMAN,A,1.0112773453900514,nonlinear fitting
O00273_105,O00273,105,DFFA,DFFA_HUMAN,B,0.8202319367620203,nonlinear fitting
O00273_105,O00273,105,DFFA,DFFA_HUMAN,Kd,0.08086440367782635,nonlinear fitting
O00273_105,O00273,105,DFFA,DFFA_HUMAN,RSS,0.0068953708344456615,nonlinear fitting
O00273_108,O00273,108,DFFA,DFFA_HUMAN,A,1.0226702407668944,nonlinear fitting
O00273_108,O00273,108,DFFA,DFFA_HUMAN,B,0.6603698653011965,nonlinear fitting
O00273_108,O00273,108,DFFA,DFFA_HUMAN,Kd,0.05576758516621912,nonlinear fitting
O00273_108,O00273,108,DFFA,DFFA_HUMAN,RSS,0.01243199910385461,nonlinear fitting
O00299_141,O00299,141,CLIC1,CLIC1_HUMAN,A,1.0101961121460092,nonlinear fitting
O00299_141,O00299,141,CLIC1,CLIC1_HUMAN,B,0.6093297001744354,nonlinear fitting
O00299_141,O00299,141,CLIC1,CLIC1_HUMAN,Kd,0.051972362231118605,nonlinear fitting
O00299_141,O00299,141,CLIC1,CLIC1_HUMAN,RSS,0.0307685862580951,nonlinear fitting
O00299_58,O00299,58,CLIC1,CLIC1_HUMAN,A,1.0393632229716951,nonlinear fitting
O00299_58,O00299,58,CLIC1,CLIC1_HUMAN,B,0.9073649410649856,nonlinear fitting
O00299_58,O00299,58,CLIC1,CLIC1_HUMAN,Kd,0.19014931042668293,nonlinear fitting
O00299_58,O00299,58,CLIC1,CLIC1_HUMAN,RSS,0.024158696456230498,nonlinear fitting
O00299_94,O00299,94,CLIC1,CLIC1_HUMAN,A,1.034285928136401,nonlinear fitting
O00299_94,O00299,94,CLIC1,CLIC1_HUMAN,B,0.6211999491658687,nonlinear fitting
O00299_94,O00299,94,CLIC1,CLIC1_HUMAN,Kd,0.11920276076410248,nonlinear fitting
O00299_94,O00299,94,CLIC1,CLIC1_HUMAN,RSS,0.038082071256175375,nonlinear fitting
O00299_98,O00299,98,CLIC1,CLIC1_HUMAN,A,1.01881933780651,nonlinear fitting
O00299_98,O00299,98,CLIC1,CLIC1_HUMAN,B,0.5963519627332678,nonlinear fitting
O00299_98,O00299,98,CLIC1,CLIC1_HUMAN,Kd,0.07260882150989152,nonlinear fitting
O00299_98,O00299,98,CLIC1,CLIC1_HUMAN,RSS,0.021894474946415148,nonlinear fitting
O00410_1014,O00410,1014,IPO5,IPO5_HUMAN,A,0.9999986746782417,nonlinear fitting
O00410_1014,O00410,1014,IPO5,IPO5_HUMAN,B,0.8556464308352709,nonlinear fitting
O00410_1014,O00410,1014,IPO5,IPO5_HUMAN,Kd,1.68571141953754,nonlinear fitting
O00410_1014,O00410,1014,IPO5,IPO5_HUMAN,RSS,0.009103580498191386,nonlinear fitting
O00410_15,O00410,15,IPO5,IPO5_HUMAN,A,1.002561320621005,nonlinear fitting
O00410_15,O00410,15,IPO5,IPO5_HUMAN,B,0.9537937825768196,nonlinear fitting
O00410_15,O00410,15,IPO5,IPO5_HUMAN,Kd,0.36532086996397706,nonlinear fitting
O00410_15,O00410,15,IPO5,IPO5_HUMAN,RSS,0.004978295724029327,nonlinear fitting
O00410_224,O00410,224,IPO5,IPO5_HUMAN,A,0.9966835851004225,nonlinear fitting
O00410_224,O00410,224,IPO5,IPO5_HUMAN,B,0.6876576459279685,nonlinear fitting
O00410_224,O00410,224,IPO5,IPO5_HUMAN,Kd,0.05038575942727756,nonlinear fitting
O00410_224,O00410,224,IPO5,IPO5_HUMAN,RSS,0.002305269044495839,nonlinear fitting
O00410_427,O00410,427,IPO5,IPO5_HUMAN,A,1.013687443427068,nonlinear fitting
O00410_427,O00410,427,IPO5,IPO5_HUMAN,B,0.8532943880326643,nonlinear fitting
O00410_427,O00410,427,IPO5,IPO5_HUMAN,Kd,0.24749938211150396,nonlinear fitting
O00410_427,O00410,427,IPO5,IPO5_HUMAN,RSS,0.006483638089714527,nonlinear fitting
O00410_460,O00410,460,IPO5,IPO5_HUMAN,A,1.0222046908181905,nonlinear fitting
O00410_460,O00410,460,IPO5,IPO5_HUMAN,B,0.8342844620242412,nonlinear fitting
O00410_460,O00410,460,IPO5,IPO5_HUMAN,Kd,0.10144037028247153,nonlinear fitting
O00410_460,O00410,460,IPO5,IPO5_HUMAN,RSS,0.010810915034897936,nonlinear fitting
O00410_464,O00410,464,IPO5,IPO5_HUMAN,A,1.0223862977895226,nonlinear fitting
O00410_464,O00410,464,IPO5,IPO5_HUMAN,B,0.7760566718438571,nonlinear fitting
O00410_464,O00410,464,IPO5,IPO5_HUMAN,Kd,0.0502051303519364,nonlinear fitting
O00410_464,O00410,464,IPO5,IPO5_HUMAN,RSS,0.004192895792895889,nonlinear fitting
O00410_518,O00410,518,IPO5,IPO5_HUMAN,A,0.9756819581477381,nonlinear fitting
O00410_518,O00410,518,IPO5,IPO5_HUMAN,B,0.46138346723803975,nonlinear fitting
O00410_518,O00410,518,IPO5,IPO5_HUMAN,Kd,0.0657886902534748,nonlinear fitting
O00410_518,O00410,518,IPO5,IPO5_HUMAN,RSS,0.04139999807584032,nonlinear fitting
O00410_540,O00410,540,IPO5,IPO5_HUMAN,A,1.0359875484538688,nonlinear fitting
O00410_540,O00410,540,IPO5,IPO5_HUMAN,B,0.5860240855987285,nonlinear fitting
O00410_540,O00410,540,IPO5,IPO5_HUMAN,Kd,0.19221013535759934,nonlinear fitting
O00410_540,O00410,540,IPO5,IPO5_HUMAN,RSS,0.02313248043181517,nonlinear fitting
O00410_672,O00410,672,IPO5,IPO5_HUMAN,A,1.024116344379616,nonlinear fitting
O00410_672,O00410,672,IPO5,IPO5_HUMAN,B,0.392264107104291,nonlinear fitting
O00410_672,O00410,672,IPO5,IPO5_HUMAN,Kd,0.09574703502758973,nonlinear fitting
O00410_672,O00410,672,IPO5,IPO5_HUMAN,RSS,0.00905669903729945,nonlinear fitting
O00410_926,O00410,926,IPO5,IPO5_HUMAN,A,1.000276235945285,nonlinear fitting
O00410_926,O00410,926,IPO5,IPO5_HUMAN,B,1.0382330684292072,nonlinear fitting
O00410_926,O00410,926,IPO5,IPO5_HUMAN,Kd,0.2957717782394034,nonlinear fitting
O00410_926,O00410,926,IPO5,IPO5_HUMAN,RSS,0.005448514436843203,nonlinear fitting
O00410_933,O00410,933,IPO5,IPO5_HUMAN,A,0.9995532801241411,nonlinear fitting
O00410_933,O00410,933,IPO5,IPO5_HUMAN,B,1.0879351699152013,nonlinear fitting
O00410_933,O00410,933,IPO5,IPO5_HUMAN,Kd,0.7861959474514155,nonlinear fitting
O00410_933,O00410,933,IPO5,IPO5_HUMAN,RSS,0.004736271761095979,nonlinear fitting
O00410_964,O00410,964,IPO5,IPO5_HUMAN,A,0.9801010212141965,nonlinear fitting
O00410_964,O00410,964,IPO5,IPO5_HUMAN,B,0.441416015991089,nonlinear fitting
O00410_964,O00410,964,IPO5,IPO5_HUMAN,Kd,0.03231396215437938,nonlinear fitting
O00410_964,O00410,964,IPO5,IPO5_HUMAN,RSS,0.002768768300677375,nonlinear fitting
O00425_248,O00425,248,IGF2BP3,IF2B3_HUMAN,A,1.0101115617404643,nonlinear fitting
O00425_248,O00425,248,IGF2BP3,IF2B3_HUMAN,B,0.6701332330001118,nonlinear fitting
O00425_248,O00425,248,IGF2BP3,IF2B3_HUMAN,Kd,0.09845413160743471,nonlinear fitting
O00425_248,O00425,248,IGF2BP3,IF2B3_HUMAN,RSS,0.0013543088081234436,nonlinear fitting
O00461_462,O00461,462,GOLIM4,GOLI4_HUMAN,A,0.9971106955720292,nonlinear fitting
O00461_462,O00461,462,GOLIM4,GOLI4_HUMAN,B,0.2558749425579663,nonlinear fitting
O00461_462,O00461,462,GOLIM4,GOLI4_HUMAN,Kd,0.02416343581935097,nonlinear fitting
O00461_462,O00461,462,GOLIM4,GOLI4_HUMAN,RSS,8.065278466141366e-4,nonlinear fitting
O00469_26,O00469,26,PLOD2,PLOD2_HUMAN,A,1.000946022615576,nonlinear fitting
O00469_26,O00469,26,PLOD2,PLOD2_HUMAN,B,0.43993348335444227,nonlinear fitting
O00469_26,O00469,26,PLOD2,PLOD2_HUMAN,Kd,0.09690335560877168,nonlinear fitting
O00469_26,O00469,26,PLOD2,PLOD2_HUMAN,RSS,0.03060150385184671,nonlinear fitting
O00469_676,O00469,676,PLOD2,PLOD2_HUMAN,A,1.0324633180243412,nonlinear fitting
O00469_676,O00469,676,PLOD2,PLOD2_HUMAN,B,0.84684446914104194,nonlinear fitting
O00469_676,O00469,676,PLOD2,PLOD2_HUMAN,Kd,0.152035109363863,nonlinear fitting
O00469_676,O00469,676,PLOD2,PLOD2_HUMAN,RSS,0.020416417964636866,nonlinear fitting
O00469_678,O00469,678,PLOD2,PLOD2_HUMAN,A,0.9950554776382966,nonlinear fitting
O00469_678,O00469,678,PLOD2,PLOD2_HUMAN,B,0.6601139937097168,nonlinear fitting
O00469_678,O00469,678,PLOD2,PLOD2_HUMAN,Kd,0.08396426257204978,nonlinear fitting
O00469_678,O00469,678,PLOD2,PLOD2_HUMAN,RSS,0.004999768405294041,nonlinear fitting
O00469_680,O00469,680,PLOD2,PLOD2_HUMAN,A,0.9640106656656545,nonlinear fitting
O00469_680,O00469,680,PLOD2,PLOD2_HUMAN,B,0.5934208264194802,nonlinear fitting
O00469_680,O00469,680,PLOD2,PLOD2_HUMAN,Kd,0.10231759457912883,nonlinear fitting
O00469_680,O00469,680,PLOD2,PLOD2_HUMAN,RSS,0.015871824185221362,nonlinear fitting
O00487_143,O00487,143,PSMD14,PSDE_HUMAN,A,1.0548089444153657,nonlinear fitting
O00487_143,O00487,143,PSMD14,PSDE_HUMAN,B,0.8436839426063867,nonlinear fitting
O00487_143,O00487,143,PSMD14,PSDE_HUMAN,Kd,0.12559363591914705,nonlinear fitting
O00487_143,O00487,143,PSMD14,PSDE_HUMAN,RSS,0.030754546232487103,nonlinear fitting
O00488_53,O00488,53,ZNF593,ZN593_HUMAN,A,1.024605110479198,nonlinear fitting
O00488_53,O00488,53,ZNF593,ZN593_HUMAN,B,0.2982976033013793,nonlinear fitting
O00488_53,O00488,53,ZNF593,ZN593_HUMAN,Kd,0.12844333241780143,nonlinear fitting
O00488_53,O00488,53,ZNF593,ZN593_HUMAN,RSS,0.011651166622633663,nonlinear fitting
O00505_410,O00505,410,KPNA3,IMA4_HUMAN,A,1.0197474936828985,nonlinear fitting
O00505_410,O00505,410,KPNA3,IMA4_HUMAN,B,0.8904855501908444,nonlinear fitting
O00505_410,O00505,410,KPNA3,IMA4_HUMAN,Kd,0.190298035746352,nonlinear fitting
O00505_410,O00505,410,KPNA3,IMA4_HUMAN,RSS,0.04093524113221923,nonlinear fitting
O00541_27,O00541,27,PES1,PESC_HUMAN,A,1.0302951073987021,nonlinear fitting
O00541_27,O00541,27,PES1,PESC_HUMAN,B,0.6448900321074276,nonlinear fitting
O00541_27,O00541,27,PES1,PESC_HUMAN,Kd,0.09541721212739253,nonlinear fitting
O00541_27,O00541,27,PES1,PESC_HUMAN,RSS,0.00986453678356657,nonlinear fitting
O00566_392,O00566,392,MPHOSPH10,MPP10_HUMAN,A,1.0113029177124109,nonlinear fitting
O00566_392,O00566,392,MPHOSPH10,MPP10_HUMAN,B,0.7563601827765437,nonlinear fitting
